PhotoduplicationDate (Day-Month-Year),RepoCode,ActivityName,ActivityDescription,BillingType,Quantity,UnitFee,PaymentAmount,PaymentMethod,PaymentReference,TransactionNumber,FY
2022-06-23,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,"Document Scanning (180-deg/up to 23x15"")",845,0.75,680.1,Billing Account,285.25200.7067.371501.580013.0000.00000,821200,2022
2022-06-23,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,73,0.03,30.74,Billing Account,285.25200.7067.371501.580013.0000.00000,826628,2022
2022-06-23,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,328,0.03,267.84,Billing Account,285.25200.7067.371501.580013.0000.00000,826629,2022
2022-06-23,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,610,0.03,499.8,Billing Account,285.25200.7067.371501.580013.0000.00000,821181,2022
2022-06-23,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,757,0.03,617.46,Billing Account,285.25200.7067.371501.580013.0000.00000,821179,2022
2022-06-23,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,845,0.03,680.1,Billing Account,285.25200.7067.371501.580013.0000.00000,821200,2022
2022-06-23,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,1504,0.03,589.52,Billing Account,285.25200.7067.371501.580013.0000.00000,821230,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Book Scanning (180-deg/up to 23x15x3),174,0.35,69.12,Billing Account,285.25200.7067.371501.580013.0000.00000,816527,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Book Scanning (180-deg/up to 23x15x3),537,0.35,213.06,Billing Account,285.25200.7067.371501.580013.0000.00000,711840,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),1,3,69.12,Billing Account,285.25200.7067.371501.580013.0000.00000,816527,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),3,3,213.06,Billing Account,285.25200.7067.371501.580013.0000.00000,711840,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),14,3,420.3,Billing Account,285.25200.7067.371501.580013.0000.00000,711839,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),15,3,559.02,Billing Account,285.25200.7067.371501.580013.0000.00000,815596,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,69.12,Billing Account,285.25200.7067.371501.580013.0000.00000,816527,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,213.06,Billing Account,285.25200.7067.371501.580013.0000.00000,711840,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,420.3,Billing Account,285.25200.7067.371501.580013.0000.00000,711839,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,559.02,Billing Account,285.25200.7067.371501.580013.0000.00000,815596,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",485,0.75,420.3,Billing Account,285.25200.7067.371501.580013.0000.00000,711839,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",659,0.75,559.02,Billing Account,285.25200.7067.371501.580013.0000.00000,815596,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,174,0.03,69.12,Billing Account,285.25200.7067.371501.580013.0000.00000,816527,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,485,0.03,420.3,Billing Account,285.25200.7067.371501.580013.0000.00000,711839,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,537,0.03,213.06,Billing Account,285.25200.7067.371501.580013.0000.00000,711840,2022
2022-06-23,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,659,0.03,559.02,Billing Account,285.25200.7067.371501.580013.0000.00000,815596,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),1,3,1284,Billing Account,285.25200.7067.371501.580013.0000.00000,708367,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),15,3,578.52,Billing Account,285.25200.7067.371501.580013.0000.00000,821225,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),15,3,770.4,Billing Account,285.25200.7067.371501.580013.0000.00000,821223,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),30,3,646.68,Billing Account,285.25200.7067.371501.580013.0000.00000,826641,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,578.52,Billing Account,285.25200.7067.371501.580013.0000.00000,821225,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,646.68,Billing Account,285.25200.7067.371501.580013.0000.00000,826641,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,770.4,Billing Account,285.25200.7067.371501.580013.0000.00000,821223,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,1284,Billing Account,285.25200.7067.371501.580013.0000.00000,708367,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Digital Capture (bound/up to 19x25.5"")",176,6,1284,Billing Account,285.25200.7067.371501.580013.0000.00000,708367,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,Digital Capture (oversize/foldout),15,15,1284,Billing Account,285.25200.7067.371501.580013.0000.00000,708367,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",684,0.75,578.52,Billing Account,285.25200.7067.371501.580013.0000.00000,821225,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",728,0.75,646.68,Billing Account,285.25200.7067.371501.580013.0000.00000,826641,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",930,0.75,770.4,Billing Account,285.25200.7067.371501.580013.0000.00000,821223,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,356,0.03,646.68,Billing Account,285.25200.7067.371501.580013.0000.00000,826641,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,684,0.03,578.52,Billing Account,285.25200.7067.371501.580013.0000.00000,821225,2022
2022-06-23,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,930,0.03,770.4,Billing Account,285.25200.7067.371501.580013.0000.00000,821223,2022
2022-06-23,SCH,T-shirt Project,DIRECT - T-shirts as 3-dimensional objects on form,Deposit to Digital Repository Service,1,0,2065,Billing Account,285.25200.7067.371501.580013.0000.00000,625615,2022
2022-06-23,SCH,T-shirt Project,DIRECT - T-shirts as 3-dimensional objects on form,Deposit to Digital Repository Service,1,0,2870,Billing Account,285.25200.7067.371501.580013.0000.00000,625616,2022
2022-06-23,SCH,T-shirt Project,DIRECT - T-shirts as 3-dimensional objects on form,Digital Capture 3-D Object Tabletop,59,35,2065,Billing Account,285.25200.7067.371501.580013.0000.00000,625615,2022
2022-06-23,SCH,T-shirt Project,DIRECT - T-shirts as 3-dimensional objects on form,Digital Capture 3-D Object Tabletop,82,35,2870,Billing Account,285.25200.7067.371501.580013.0000.00000,625616,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,251.5,Billing Account,110.01917.7067.431206.504013.0000.00000,819231,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,251.5,Billing Account,110.01917.7067.431206.504013.0000.00000,819231,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",71,3.5,251.5,Billing Account,110.01917.7067.431206.504013.0000.00000,819231,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 19x25.5"")",110,6,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture (oversize/foldout),2,15,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing: Stitching,1,15,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing:Tone and Color Matching,2,2,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,OCR,112,0.03,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Book Scanning (180-deg/up to 23x15x3),28,0.35,533.42,Billing Account,285.25200.7067.371501.580013.0000.00000,713129,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Book Scanning (180-deg/up to 23x15x3),62,0.35,593.56,Billing Account,285.25200.7067.371501.580013.0000.00000,713128,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Customized Structural Metadata (simple object),20,3,533.42,Billing Account,285.25200.7067.371501.580013.0000.00000,713129,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Customized Structural Metadata (simple object),20,3,593.56,Billing Account,285.25200.7067.371501.580013.0000.00000,713128,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Deposit to Digital Repository Service,1,0,533.42,Billing Account,285.25200.7067.371501.580013.0000.00000,713129,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Deposit to Digital Repository Service,1,0,593.56,Billing Account,285.25200.7067.371501.580013.0000.00000,713128,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (180-deg/up to 23x15"")",4,0.75,593.56,Billing Account,285.25200.7067.371501.580013.0000.00000,713128,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (sheet fed/up to 11x17""/color)",2571,0.15,533.42,Billing Account,285.25200.7067.371501.580013.0000.00000,713129,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (sheet fed/up to 11x17""/color)",2816,0.15,593.56,Billing Account,285.25200.7067.371501.580013.0000.00000,713128,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,OCR,2599,0.03,533.42,Billing Account,285.25200.7067.371501.580013.0000.00000,713129,2022
2022-06-24,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,OCR,2882,0.03,593.56,Billing Account,285.25200.7067.371501.580013.0000.00000,713128,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Book Scanning (180-deg/up to 23x15x3),833,0.35,328.54,Billing Account,285.25200.7067.371501.580013.0000.00000,710065,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),4,3,328.54,Billing Account,285.25200.7067.371501.580013.0000.00000,710065,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),5,3,751.32,Billing Account,285.25200.7067.371501.580013.0000.00000,815280,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),7,3,679.2,Billing Account,285.25200.7067.371501.580013.0000.00000,815279,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,328.54,Billing Account,285.25200.7067.371501.580013.0000.00000,710065,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,679.2,Billing Account,285.25200.7067.371501.580013.0000.00000,815279,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,751.32,Billing Account,285.25200.7067.371501.580013.0000.00000,815280,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,"Document Scanning (180-deg/up to 23x15"")",844,0.75,679.2,Billing Account,285.25200.7067.371501.580013.0000.00000,815279,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,"Document Scanning (180-deg/up to 23x15"")",944,0.75,751.32,Billing Account,285.25200.7067.371501.580013.0000.00000,815280,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,833,0.03,328.54,Billing Account,285.25200.7067.371501.580013.0000.00000,710065,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,840,0.03,679.2,Billing Account,285.25200.7067.371501.580013.0000.00000,815279,2022
2022-06-24,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,944,0.03,751.32,Billing Account,285.25200.7067.371501.580013.0000.00000,815280,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Book Scanning (180-deg/up to 23x15x3),285,0.35,117.3,Billing Account,285.25200.7067.371501.580013.0000.00000,815613,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),3,3,117.3,Billing Account,285.25200.7067.371501.580013.0000.00000,815613,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),16,3,672,Billing Account,285.25200.7067.371501.580013.0000.00000,815290,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),17,3,642.24,Billing Account,285.25200.7067.371501.580013.0000.00000,814366,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,117.3,Billing Account,285.25200.7067.371501.580013.0000.00000,815613,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,642.24,Billing Account,285.25200.7067.371501.580013.0000.00000,814366,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,672,Billing Account,285.25200.7067.371501.580013.0000.00000,815290,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",758,0.75,642.24,Billing Account,285.25200.7067.371501.580013.0000.00000,814366,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",800,0.75,672,Billing Account,285.25200.7067.371501.580013.0000.00000,815290,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,285,0.03,117.3,Billing Account,285.25200.7067.371501.580013.0000.00000,815613,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,758,0.03,642.24,Billing Account,285.25200.7067.371501.580013.0000.00000,814366,2022
2022-06-24,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,800,0.03,672,Billing Account,285.25200.7067.371501.580013.0000.00000,815290,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,Book Scanning (180-deg/up to 23x15x3),1304,0.35,531.52,Billing Account,285.25200.7067.371501.580013.0000.00000,815289,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),7,3,805.74,Billing Account,285.25200.7067.371501.580013.0000.00000,815288,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),9,3,532.86,Billing Account,285.25200.7067.371501.580013.0000.00000,815287,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),12,3,531.52,Billing Account,285.25200.7067.371501.580013.0000.00000,815289,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,531.52,Billing Account,285.25200.7067.371501.580013.0000.00000,815289,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,532.86,Billing Account,285.25200.7067.371501.580013.0000.00000,815287,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,805.74,Billing Account,285.25200.7067.371501.580013.0000.00000,815288,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,Digital Capture (oversize/foldout),2,15,532.86,Billing Account,285.25200.7067.371501.580013.0000.00000,815287,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,Digital Capture (oversize/foldout),4,15,805.74,Billing Account,285.25200.7067.371501.580013.0000.00000,815288,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",610,0.75,532.86,Billing Account,285.25200.7067.371501.580013.0000.00000,815287,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",929,0.75,805.74,Billing Account,285.25200.7067.371501.580013.0000.00000,815288,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,612,0.03,532.86,Billing Account,285.25200.7067.371501.580013.0000.00000,815287,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,933,0.03,805.74,Billing Account,285.25200.7067.371501.580013.0000.00000,815288,2022
2022-06-24,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,1304,0.03,531.52,Billing Account,285.25200.7067.371501.580013.0000.00000,815289,2022
2022-06-24,WOL,Special Collections Digitization,ALLOCATION - Ongoing - Select items from special collections,Customized Structural Metadata (complex object),4,35,7840,MOU,NA,632594,2022
2022-06-24,WOL,Special Collections Digitization,ALLOCATION - Ongoing - Select items from special collections,Deposit to Digital Repository Service,1,0,7840,MOU,NA,632594,2022
2022-06-24,WOL,Special Collections Digitization,ALLOCATION - Ongoing - Select items from special collections,"Digital Capture (loose/19x25.5""-34x45"")",308,25,7840,MOU,NA,632594,2022
2022-06-30,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Customized Structural Metadata (simple object),1,3,528,Billing Account,110.01917.7067.431206.504013.0000.00000,819240,2022
2022-06-30,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Deposit to Digital Repository Service,1,0,528,Billing Account,110.01917.7067.431206.504013.0000.00000,819240,2022
2022-06-30,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Deposit to Digital Repository Service,1,0,1106,Billing Account,110.01917.7067.431206.504013.0000.00000,819234,2022
2022-06-30,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,"Digital Capture (bound/up to 15x23x4"", singleshot)",150,3.5,528,Billing Account,110.01917.7067.431206.504013.0000.00000,819240,2022
2022-06-30,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Digital Scan from 35mm Film Slide,158,7,1106,Billing Account,110.01917.7067.431206.504013.0000.00000,819234,2022
2022-06-30,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)",Customized Structural Metadata (simple object),1,3,654.24,MOU,NA,713140,2022
2022-06-30,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)",Deposit to Digital Repository Service,1,0,654.24,MOU,NA,713140,2022
2022-06-30,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)","Digital Capture (bound/up to 19x25.5"")",108,6,654.24,MOU,NA,713140,2022
2022-06-30,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)",OCR,108,0.03,654.24,MOU,NA,713140,2022
2022-06-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),9,3,553.5,Billing Account,285.25200.7067.371501.580013.0000.00000,826619,2022
2022-06-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),20,3,718.44,Billing Account,285.25200.7067.371501.580013.0000.00000,826620,2022
2022-06-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,553.5,Billing Account,285.25200.7067.371501.580013.0000.00000,826619,2022
2022-06-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,718.44,Billing Account,285.25200.7067.371501.580013.0000.00000,826620,2022
2022-06-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Document Scanning (180-deg/up to 23x15"")",675,0.75,553.5,Billing Account,285.25200.7067.371501.580013.0000.00000,826619,2022
2022-06-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Document Scanning (180-deg/up to 23x15"")",846,0.75,718.44,Billing Account,285.25200.7067.371501.580013.0000.00000,826620,2022
2022-06-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,675,0.03,553.5,Billing Account,285.25200.7067.371501.580013.0000.00000,826619,2022
2022-06-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,798,0.03,718.44,Billing Account,285.25200.7067.371501.580013.0000.00000,826620,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Book Scanning (180-deg/up to 23x15x3),12,0.35,139.62,Billing Account,285.25200.7067.371501.580013.0000.00000,823368,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Book Scanning (180-deg/up to 23x15x3),124,0.35,364.22,Billing Account,285.25200.7067.371501.580013.0000.00000,825223,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Customized Structural Metadata (simple object),7,3,139.62,Billing Account,285.25200.7067.371501.580013.0000.00000,823368,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Customized Structural Metadata (simple object),13,3,364.22,Billing Account,285.25200.7067.371501.580013.0000.00000,825223,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Deposit to Digital Repository Service,1,0,139.62,Billing Account,285.25200.7067.371501.580013.0000.00000,823368,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Deposit to Digital Repository Service,1,0,364.22,Billing Account,285.25200.7067.371501.580013.0000.00000,825223,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (180-deg/up to 23x15"")",2,0.75,139.62,Billing Account,285.25200.7067.371501.580013.0000.00000,823368,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (sheet fed/up to 11x17""/color)",625,0.15,139.62,Billing Account,285.25200.7067.371501.580013.0000.00000,823368,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (sheet fed/up to 11x17""/color)",1545,0.15,364.22,Billing Account,285.25200.7067.371501.580013.0000.00000,825223,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,OCR,639,0.03,139.62,Billing Account,285.25200.7067.371501.580013.0000.00000,823368,2022
2022-06-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,OCR,1669,0.03,364.22,Billing Account,285.25200.7067.371501.580013.0000.00000,825223,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Book Scanning (180-deg/up to 23x15x3),516,0.35,202.08,Billing Account,285.25200.7067.371501.580013.0000.00000,832033,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),1,3,346.98,Billing Account,285.25200.7067.371501.580013.0000.00000,832037,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),2,3,202.08,Billing Account,285.25200.7067.371501.580013.0000.00000,832033,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),2,3,654.96,Billing Account,285.25200.7067.371501.580013.0000.00000,825611,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),5,3,442.44,Billing Account,285.25200.7067.371501.580013.0000.00000,832032,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),5,3,526.68,Billing Account,285.25200.7067.371501.580013.0000.00000,826616,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),6,3,561.66,Billing Account,285.25200.7067.371501.580013.0000.00000,821921,2022
