PhotoduplicationDate (Day-Month-Year),RepoCode,ActivityName,ActivityDescription,BillingType,Quantity,UnitFee,PaymentAmount,PaymentMethod,PaymentReference,TransactionNumber,FY
2022-04-01,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,OCR,1980,0.03,356.4,MOU,NA,636847,2022
2022-04-01,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,OCR,2236,0.03,402.48,MOU,NA,636848,2022
2022-04-01,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,OCR,2800,0.03,504,MOU,NA,636851,2022
2022-04-11,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,AutoGenerated Structural Metadata,15,0,198,MOU,NA,636853,2022
2022-04-11,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,Deposit to Digital Repository Service,1,0,198,MOU,NA,636853,2022
2022-04-11,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,"Document Scanning (sheet fed/up to 11x17""/color)",1100,0.15,198,MOU,NA,636853,2022
2022-04-11,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,OCR,1100,0.03,198,MOU,NA,636853,2022
2022-04-15,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,265.5,Billing Account,110.01917.7067.431206.504013.0000.00000,611153,2022
2022-04-15,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),7,3,476.25,Billing Account,110.01917.7067.431206.504013.0000.00000,611152,2022
2022-04-15,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,265.5,Billing Account,110.01917.7067.431206.504013.0000.00000,611153,2022
2022-04-15,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,476.25,Billing Account,110.01917.7067.431206.504013.0000.00000,611152,2022
2022-04-15,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Document Scanning (180-deg/up to 23x15"")",350,0.75,265.5,Billing Account,110.01917.7067.431206.504013.0000.00000,611153,2022
2022-04-15,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Document Scanning (180-deg/up to 23x15"")",607,0.75,476.25,Billing Account,110.01917.7067.431206.504013.0000.00000,611152,2022
2022-04-15,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,AutoGenerated Structural Metadata,24,0,405,MOU,NA,636855,2022
2022-04-15,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,Deposit to Digital Repository Service,1,0,405,MOU,NA,636855,2022
2022-04-15,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,"Document Scanning (sheet fed/up to 11x17""/color)",2250,0.15,405,MOU,NA,636855,2022
2022-04-15,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,OCR,2250,0.03,405,MOU,NA,636855,2022
2022-05-09,WOL,I.A.U. Telegrams,ALLOCATION - I.A.U. (International Astronomical Union) materials - IBML,Hard Disk Media,1,125,125,MOU,NA,820283,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (complex object),1,35,2653,Billing Account,110.01917.7067.431206.504013.0000.00000,819219,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (complex object),1,35,2811,Billing Account,110.01917.7067.431206.504013.0000.00000,819222,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,433.5,Billing Account,110.01917.7067.431206.504013.0000.00000,819218,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,472,Billing Account,110.01917.7067.431206.504013.0000.00000,819215,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,433.5,Billing Account,110.01917.7067.431206.504013.0000.00000,819218,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,472,Billing Account,110.01917.7067.431206.504013.0000.00000,819215,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,2653,Billing Account,110.01917.7067.431206.504013.0000.00000,819219,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,2811,Billing Account,110.01917.7067.431206.504013.0000.00000,819222,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",123,3.5,433.5,Billing Account,110.01917.7067.431206.504013.0000.00000,819218,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",134,3.5,472,Billing Account,110.01917.7067.431206.504013.0000.00000,819215,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",748,3.5,2653,Billing Account,110.01917.7067.431206.504013.0000.00000,819219,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",347,6,2811,Billing Account,110.01917.7067.431206.504013.0000.00000,819222,2022
2022-06-23,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing:Tone and Color Matching,347,2,2811,Billing Account,110.01917.7067.431206.504013.0000.00000,819222,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,251.5,Billing Account,110.01917.7067.431206.504013.0000.00000,819231,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,251.5,Billing Account,110.01917.7067.431206.504013.0000.00000,819231,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",71,3.5,251.5,Billing Account,110.01917.7067.431206.504013.0000.00000,819231,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 19x25.5"")",110,6,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture (oversize/foldout),2,15,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing: Stitching,1,15,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing:Tone and Color Matching,2,2,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,OCR,112,0.03,715.36,Billing Account,110.01917.7067.431206.504013.0000.00000,819225,2022
2022-06-24,WOL,Special Collections Digitization,ALLOCATION - Ongoing - Select items from special collections,Customized Structural Metadata (complex object),4,35,7840,MOU,NA,632594,2022
2022-06-24,WOL,Special Collections Digitization,ALLOCATION - Ongoing - Select items from special collections,Deposit to Digital Repository Service,1,0,7840,MOU,NA,632594,2022
2022-06-24,WOL,Special Collections Digitization,ALLOCATION - Ongoing - Select items from special collections,"Digital Capture (loose/19x25.5""-34x45"")",308,25,7840,MOU,NA,632594,2022
2022-06-30,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Customized Structural Metadata (simple object),1,3,528,Billing Account,110.01917.7067.431206.504013.0000.00000,819240,2022
2022-06-30,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Deposit to Digital Repository Service,1,0,528,Billing Account,110.01917.7067.431206.504013.0000.00000,819240,2022
2022-06-30,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Deposit to Digital Repository Service,1,0,1106,Billing Account,110.01917.7067.431206.504013.0000.00000,819234,2022
2022-06-30,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,"Digital Capture (bound/up to 15x23x4"", singleshot)",150,3.5,528,Billing Account,110.01917.7067.431206.504013.0000.00000,819240,2022
2022-06-30,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Digital Scan from 35mm Film Slide,158,7,1106,Billing Account,110.01917.7067.431206.504013.0000.00000,819234,2022
2022-06-30,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)",Customized Structural Metadata (simple object),1,3,654.24,MOU,NA,713140,2022
2022-06-30,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)",Deposit to Digital Repository Service,1,0,654.24,MOU,NA,713140,2022
2022-06-30,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)","Digital Capture (bound/up to 19x25.5"")",108,6,654.24,MOU,NA,713140,2022
2022-06-30,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)",OCR,108,0.03,654.24,MOU,NA,713140,2022
2022-07-22,FUN,"Fun, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposits of born digital files for FUN Library,Customized Structural Metadata (simple object),4,3,62,MOU,NA,838202,2023
2022-07-22,FUN,"Fun, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposits of born digital files for FUN Library,Deposit to Digital Repository Service,1,50,62,MOU,NA,838202,2023
2022-07-22,FUN,"Fun, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposits of born digital files for FUN Library,Digital Image Processing: JPEG2000 generation,173,0,62,MOU,NA,838202,2023
2022-07-27,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)",Deposit to Digital Repository Service,1,0,3348,MOU,NA,839981,2023
2022-07-27,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)","Digital Capture (loose/19x25.5""-34x45"")",108,25,3348,MOU,NA,839981,2023
2022-07-27,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)","Digital Capture (loose/up to 19x25.5"")",108,6,3348,MOU,NA,839981,2023
2022-08-10,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Customized Structural Metadata (simple object),1,3,3375,Billing Account,110.01917.7067.431206.504013.0000.00000,819321,2023
2022-08-10,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Deposit to Digital Repository Service,1,0,3375,Billing Account,110.01917.7067.431206.504013.0000.00000,819321,2023
2022-08-10,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,"Digital Capture (bound/up to 15x23x4"", singleshot)",562,6,3375,Billing Account,110.01917.7067.431206.504013.0000.00000,819321,2023
2022-08-26,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,Customized Structural Metadata (simple object),140,1,491,Billing Account,610.56733.7067.000001.781762.0000.00000,627474,2023
2022-08-26,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,Deposit to Digital Repository Service,1,0,491,Billing Account,610.56733.7067.000001.781762.0000.00000,627474,2023
2022-08-26,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,"Document Scanning (180-deg/up to 23x15"")",468,0.75,491,Billing Account,610.56733.7067.000001.781762.0000.00000,627474,2023
2022-08-26,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,"PDF document assembly, color or bitonal",140,0,491,Billing Account,610.56733.7067.000001.781762.0000.00000,627474,2023
2022-08-26,PIRC,"PIRC, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposit files produced by PIRC's vendors,Deposit to Digital Repository Service,10,15,150,Billing Account,610.56733.7067.000001.781762.0000.00000,843402,2023
2022-08-26,PIRC,"PIRC, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposit files produced by PIRC's vendors,Deposit to Digital Repository Service,212,0,150,Billing Account,610.56733.7067.000001.781762.0000.00000,843402,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,3249,Billing Account,110.01917.7067.431206.504013.0000.00000,819279,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,3249,Billing Account,110.01917.7067.431206.504013.0000.00000,819279,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/19x25.5""-34x45"")",541,6,3249,Billing Account,110.01917.7067.431206.504013.0000.00000,819279,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,781.46,Billing Account,110.01917.7067.431206.504013.0000.00000,819232,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,2187,Billing Account,110.01917.7067.431206.504013.0000.00000,819227,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,781.46,Billing Account,110.01917.7067.431206.504013.0000.00000,819232,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,2187,Billing Account,110.01917.7067.431206.504013.0000.00000,819227,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 19x25.5"")",82,6,781.46,Billing Account,110.01917.7067.431206.504013.0000.00000,819232,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 19x25.5"")",228,6,2187,Billing Account,110.01917.7067.431206.504013.0000.00000,819227,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture (oversize/foldout),4,15,781.46,Billing Account,110.01917.7067.431206.504013.0000.00000,819232,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture (oversize/foldout),11,15,2187,Billing Account,110.01917.7067.431206.504013.0000.00000,819227,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing: Stitching,4,15,781.46,Billing Account,110.01917.7067.431206.504013.0000.00000,819232,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing: Stitching,13,15,2187,Billing Account,110.01917.7067.431206.504013.0000.00000,819227,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing:Tone and Color Matching,82,2,781.46,Billing Account,110.01917.7067.431206.504013.0000.00000,819232,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing:Tone and Color Matching,228,2,2187,Billing Account,110.01917.7067.431206.504013.0000.00000,819227,2023
2022-09-28,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,OCR,82,0.03,781.46,Billing Account,110.01917.7067.431206.504013.0000.00000,819232,2023
2022-10-24,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,Customized Structural Metadata (simple object),1112,1,1581.5,Billing Account,610.56733.7067.000001.781762.0000.00000,636236,2023
2022-10-24,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,Deposit to Digital Repository Service,1,0,1581.5,Billing Account,610.56733.7067.000001.781762.0000.00000,636236,2023
2022-10-24,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,"Document Scanning (180-deg/up to 23x15"")",626,0.75,1581.5,Billing Account,610.56733.7067.000001.781762.0000.00000,636236,2023
2022-10-24,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,"PDF document assembly, color or bitonal",112,0,1581.5,Billing Account,610.56733.7067.000001.781762.0000.00000,636236,2023
2022-12-02,PIRC,"PIRC, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposit files produced by PIRC's vendors,Deposit to Digital Repository Service,7,15,105,Billing Account,610.56733.7067.000001.781762.0000.00000,868059,2023
2023-02-28,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)",Deposit to Digital Repository Service,1,0,3016,Billing Account,610.56733.7067.000001.781762.0000.00000,879044,2023
2023-02-28,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)","Digital Capture (loose/19x25.5""-34x45"")",116,25,3016,Billing Account,610.56733.7067.000001.781762.0000.00000,879044,2023
2023-02-28,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)","Digital Capture (loose/19x25.5""-34x45"")",159,25,4293,Billing Account,610.56733.7067.000001.781762.0000.00000,854146,2023
2023-02-28,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)","PDF document assembly, color or bitonal",116,1,3016,Billing Account,610.56733.7067.000001.781762.0000.00000,879044,2023
2023-02-28,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)","PDF document assembly, color or bitonal",159,2,4293,Billing Account,610.56733.7067.000001.781762.0000.00000,854146,2023
2023-02-28,PIRC,"PIRC, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposit files produced by PIRC's vendors,Deposit to Digital Repository Service,7,15,105,Billing Account,610.56733.7067.000001.781762.0000.00000,879147,2023
2023-03-29,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,144.2,Billing Account,110.01917.7067.431206.504013.0000.00000,888131,2023
2023-03-29,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,144.2,Billing Account,110.01917.7067.431206.504013.0000.00000,888131,2023
2023-03-29,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",40,3.5,144.2,Billing Account,110.01917.7067.431206.504013.0000.00000,888131,2023
2023-03-29,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,OCR,40,0.03,144.2,Billing Account,110.01917.7067.431206.504013.0000.00000,888131,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,356.5,Billing Account,110.01917.7067.431206.504013.0000.00000,897996,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),2,3,821.5,Billing Account,110.01917.7067.431206.504013.0000.00000,897256,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),5,3,1894.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889704,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,356.5,Billing Account,110.01917.7067.431206.504013.0000.00000,897996,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,821.5,Billing Account,110.01917.7067.431206.504013.0000.00000,897256,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,1894.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889704,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",101,3.5,356.5,Billing Account,110.01917.7067.431206.504013.0000.00000,897996,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",233,3.5,821.5,Billing Account,110.01917.7067.431206.504013.0000.00000,897256,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",537,3.5,1894.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889704,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (complex object),1,35,323,Billing Account,110.01917.7067.431206.504013.0000.00000,889367,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,323,Billing Account,110.01917.7067.431206.504013.0000.00000,889367,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",48,6,323,Billing Account,110.01917.7067.431206.504013.0000.00000,889367,2023
2023-04-26,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,706.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889365,2023
2023-04-26,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,706.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889365,2023
2023-04-26,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",201,3.5,706.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889365,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,783.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889359,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,783.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889359,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",223,3.5,783.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889359,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,87,Billing Account,110.01917.7067.431206.504013.0000.00000,898008,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,171,Billing Account,110.01917.7067.431206.504013.0000.00000,898002,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,87,Billing Account,110.01917.7067.431206.504013.0000.00000,898008,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,171,Billing Account,110.01917.7067.431206.504013.0000.00000,898002,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",48,3.5,171,Billing Account,110.01917.7067.431206.504013.0000.00000,898002,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",14,6,87,Billing Account,110.01917.7067.431206.504013.0000.00000,898008,2023
2023-05-31,DDO,"DOAK RARE, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Born Digital,Deposit to Digital Repository Service,8,10,80,Billing Account,110.01917.7067.431206.504013.0000.00000,906025,2023
2023-05-31,DDO,"DOAK RARE, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Born Digital,Deposit to Digital Repository Service,18,10,180,Billing Account,110.01917.7067.431206.504013.0000.00000,906026,2023
2023-05-31,DDO,"DOAK RARE, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Born Digital,Deposit to Digital Repository Service,71,10,710,Billing Account,110.01917.7067.431206.504013.0000.00000,906013,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,359.53,Billing Account,110.01917.7067.431206.504013.0000.00000,908356,2023
